msa_name,year,msa_no,normusaspminpop,normusasminorestab,MinorityUsasp,normusaswompop,normusaswomestab,WomanUsasp,normawardestab,normawardpop,AwardAmount,normsampop1000,normsamestab,ann_sam_registrations,normwompop1000,normwomestab,Woman,normminorpop1000,normminorest,Minority,normcdfipop10000,normcdfiestab10000,cumulativecdfi,normmdipop10000,normmdiestab10000,UnemploymentRate,UnemploymentPerCapita,AvgAverageWeeklyWage,EstablishmentCount,AvgPopulation
"Pensacola-Ferry Pass-Brent, FL MSA",2019,37860,15429,650851,37130479,1829,77137,4400609,1288471,30544,73506085,113,5,271,339,14,817,269,11,648,,,,,,13,0,853,48382,510191
"Pensacola-Ferry Pass-Brent, FL MSA",2020,37860,31307,1278138,75342305,96460,3938090,232138256,5840060,143048,344253534,158,6,381,352,14,847,325,13,783,,,,,,25,0,908,49997,510191
"Pensacola-Ferry Pass-Brent, FL MSA",2021,37860,2188,64128,5266044,4934,144608,11874956,348398,11888,28609778,84,2,201,184,5,443,177,5,426,,,,,,17,0,927,39187,510191
"Peoria, IL MSA",2019,37900,12339,619332,13411546,2374,119169,2580584,815492,16247,17659344,65,3,71,279,14,303,209,10,227,,,,,,18,0,1056,31876,399982
"Peoria, IL MSA",2020,37900,18776,952811,20407588,4448,225720,4834530,1578437,31104,33807411,100,5,109,324,16,352,240,12,261,,,,,,36,0,1110,31528,399982
"Peoria, IL MSA",2021,37900,1167,44223,1267993,3499,132628,3802790,360305,9505,10330848,61,2,66,153,6,166,116,4,126,,,,,,24,0,1090,23742,399982
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2019,37980,17685,655571,50316600,7592,281422,21599767,20417326,550793,1567077402,651,24,1852,2579,96,7337,2544,94,7237,0,0,20,0,0,17,0,1240,668074,6191006
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2020,37980,34380,1265250,97816136,6413,236002,18245243,26208379,712151,2026162340,965,36,2746,2801,103,7970,3020,111,8592,0,0,21,0,0,37,1,1344,672922,6191006
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2021,37980,19113,521366,54378469,1742,47519,4956248,3062703,112276,319439640,462,13,1314,1368,37,3891,1557,42,4431,,,,0,0,25,0,1343,510684,6191006
"Phoenix-Mesa-Scottsdale, AZ MSA",2019,38060,63923,2915864,301294766,14821,676066,69857543,7554190,165608,780570531,335,15,1579,1073,49,5057,1173,54,5530,0,0,7,,,17,0,1077,431680,4920758
"Phoenix-Mesa-Scottsdale, AZ MSA",2020,38060,118416,5141236,558136309,33492,1454100,157858183,10504228,241939,1140346549,508,22,2395,1164,51,5487,1357,59,6398,0,0,8,,,30,0,1169,453564,4920758
"Phoenix-Mesa-Scottsdale, AZ MSA",2021,38060,28553,874341,134581231,7456,228311,35142377,2141925,69948,329691665,223,7,1051,551,17,2595,659,20,3105,,,,,,21,0,1208,361669,4920758
"Pine Bluff, AR MSA",2019,38220,0,0,0,0,0,0,13456,382,378686,33,1,33,121,4,120,161,6,159,0,1,1,,,21,0,795,9906,87150
"Pine Bluff, AR MSA",2020,38220,0,0,0,0,0,0,20317,568,562177,36,1,36,99,4,98,139,5,138,0,1,1,,,31,0,845,9740,87150
"Pine Bluff, AR MSA",2021,38220,0,0,0,0,0,0,1983,73,71900,13,0,13,30,1,30,55,1,54,,,,,,23,0,859,7179,87150
"Pittsburgh, PA MSA",2019,38300,16626,615047,22263592,38393,1420327,51413222,21292346,575559,770743923,483,18,647,1810,67,2424,1137,42,1522,0,0,7,,,18,0,1119,253678,2346144
"Pittsburgh, PA MSA",2020,38300,13520,498144,18105404,29186,1075317,39083176,15409357,418232,560064057,697,26,933,1863,69,2495,1207,44,1616,0,0,7,,,37,1,1198,254733,2346144
"Pittsburgh, PA MSA",2021,38300,1219,33513,1632940,5875,161456,7867074,1753673,63810,85449064,328,9,439,868,24,1163,605,17,810,,,,,,25,0,1225,192090,2346144
"Pittsfield, MA MSA",2019,38340,0,0,0,33,811,28000,2616,108,90330,30,1,25,113,3,95,52,1,44,0,0,1,,,15,0,926,20991,127453
"Pittsfield, MA MSA",2020,38340,0,0,0,76,1873,64118,29552,1206,1011469,44,1,37,128,3,107,37,1,31,0,0,1,,,40,0,1037,20815,127453
"Pittsfield, MA MSA",2021,38340,0,0,0,98,1706,82010,1706,98,82010,16,0,13,49,1,41,14,0,12,,,,,,28,0,1027,16447,127453
"Pocatello, ID MSA",2019,38540,33279,1367404,53017075,42883,1762027,68317437,1837542,44721,71245305,23,1,37,92,4,147,51,2,81,0,1,1,,,11,0,727,9309,95586
"Pocatello, ID MSA",2020,38540,35078,1362072,55883383,43209,1677791,68836791,1684076,43371,69094650,32,1,51,113,4,180,43,2,69,0,1,1,,,20,0,779,9849,95586
"Pocatello, ID MSA",2021,38540,4813,133179,7667831,23356,646259,37208617,649450,23471,37392361,19,1,31,64,2,102,29,1,46,,,,,,12,0,777,7774,95586
"Ponce, PR MSA",2019,38660,35,2166,161274,34,2081,154914,2166,35,161274,22,1,99,37,2,170,129,8,591,0,1,1,,,46,1,457,14297,220023
"Ponce, PR MSA",2020,38660,379,24301,1738299,0,0,0,24301,379,1738299,38,2,175,47,3,214,147,9,675,0,1,1,,,40,0,477,13737,220023
"Ponce, PR MSA",2021,38660,5,213,21000,0,0,0,213,5,21000,16,1,74,25,1,113,62,3,286,,,,,,39,0,463,10625,220023
"Port St. Lucie, FL MSA",2019,38940,0,0,0,411,15049,1636722,51345,1401,5584110,41,2,165,163,6,650,123,5,490,0,0,1,,,15,0,826,53949,494207
"Port St. Lucie, FL MSA",2020,38940,0,0,0,427,15119,1701687,103702,2929,11672203,63,2,253,207,7,824,160,6,639,0,0,1,,,29,0,884,55833,494207
"Port St. Lucie, FL MSA",2021,38940,135,3448,536540,271,6934,1079025,11608,453,1806325,35,1,140,100,3,399,83,2,331,,,,,,18,0,914,43431,494207
"Portland-South Portland-Biddeford, ME MSA",2019,38860,843,20734,1091571,132,3242,170704,186597,7585,9823845,100,2,129,316,8,409,141,3,182,0,0,3,,,9,0,998,89292,549161
"Portland-South Portland-Biddeford, ME MSA",2020,38860,2635,62803,3413284,17286,411948,22389094,1209443,50751,65732430,148,4,192,317,8,410,117,3,151,0,0,3,,,21,0,1106,92182,549161
"Portland-South Portland-Biddeford, ME MSA",2021,38860,0,0,0,666,11519,862744,589306,34078,44138079,76,1,98,155,3,201,59,1,77,,,,,,17,0,1118,71459,549161
"Portland-Vancouver-Beaverton, OR-WA MSA",2019,38900,9309,252694,36691480,34431,934624,135708784,2069638,76245,300514299,196,5,772,696,19,2744,415,11,1634,0,0,14,,,14,0,1195,369431,2506751
"Portland-Vancouver-Beaverton, OR-WA MSA",2020,38900,2063,54061,8131483,56956,1492467,224488169,2678117,102203,402826561,265,7,1045,748,20,2950,447,12,1761,0,0,15,,,31,0,1306,382974,2506751
"Portland-Vancouver-Beaverton, OR-WA MSA",2021,38900,1027,19527,4049652,20913,397459,82428478,764232,40212,158493143,132,3,519,353,7,1391,221,4,870,,,,,,19,0,1361,296791,2506751
"Poughkeepsie-Newburgh-Middletown, NY MSA",2019,39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poughkeepsie-Newburgh-Middletown, NY MSA",2020,39100,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Poughkeepsie-Newburgh-Middletown, NY MSA",2021,39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prescott, AZ MSA",2019,39140,,9392,413063,,3281,144322,15659,,688720,,2,70,,6,271,,2,93,,,,,,18,0,785,23225,
"Prescott, AZ MSA",2020,39140,,5892,264310,,29788,1336176,51534,,2311619,,2,109,,6,281,,3,117,,,,,,30,0,855,23687,
"Prescott, AZ MSA",2021,39140,,0,0,,1595,99980,6503,,407641,,1,46,,2,123,,1,54,,,,,,19,0,869,18623,
"Providence-New Bedford-Fall River, RI-MA MSA",2019,39300,1023,32538,3118147,6962,221483,21225269,727950,22881,69761192,108,3,328,358,11,1091,194,6,591,0,0,4,,,15,0,1033,208532,1658584
"Providence-New Bedford-Fall River, RI-MA MSA",2020,39300,2676,84662,8158480,17822,563873,54337582,1255692,39688,121004723,156,5,476,366,12,1117,209,7,638,0,0,4,,,38,0,1131,209710,1658584
"Providence-New Bedford-Fall River, RI-MA MSA",2021,39300,1107,25374,3374903,4253,97490,12966938,201097,8773,26747561,74,2,226,158,4,483,105,2,321,,,,,,23,0,1125,162832,1658584
"Provo-Orem, UT MSA",2019,39340,22774,844485,127809578,22112,819931,124093391,3461723,93355,523918693,42,2,234,123,5,688,101,4,569,,,,,,9,0,958,72696,673453
"Provo-Orem, UT MSA",2020,39340,44354,1567268,248919070,40139,1418328,225263932,2826507,79991,448915890,60,2,337,130,5,728,117,4,658,,,,,,15,0,1024,76303,673453
"Provo-Orem, UT MSA",2021,39340,2847,71429,15979045,2428,60922,13628541,136344,5435,30500774,27,1,153,54,1,305,56,1,314,,,,,,9,0,1043,60421,673453
"Pueblo, CO MSA",2019,39380,0,0,0,0,0,0,354314,7439,15700528,20,1,42,52,2,109,57,3,120,,,,,,16,0,867,14182,168838
"Pueblo, CO MSA",2020,39380,0,0,0,0,0,0,345322,7454,15731327,28,1,60,50,2,105,62,3,130,,,,,,33,0,928,14578,168838
"Pueblo, CO MSA",2021,39380,0,0,0,0,0,0,31064,917,1936341,11,0,23,26,1,54,33,1,69,,,,,,32,0,934,11221,168838
"Punta Gorda, FL MSA",2019,39460,31998,1251114,95280252,0,0,0,1251114,31998,95280251,11,0,34,41,2,121,37,1,109,,,,,,16,0,776,19497,190571
"Punta Gorda, FL MSA",2020,39460,66981,2544760,199446633,25,941,73771,2560491,67395,200679507,15,1,45,48,2,142,33,1,99,,,,,,30,0,834,20069,190571
"Punta Gorda, FL MSA",2021,39460,59129,1623638,176067029,0,0,0,1627532,59271,176489309,8,0,24,22,1,66,16,0,48,,,,,,18,0,868,15622,190571
"Racine, WI MSA",2019,39540,561,23958,1622936,0,0,0,25451,595,1724080,9,0,26,30,1,88,29,1,84,,,,,,16,0,946,18430,196882
"Racine, WI MSA",2020,39540,550,23216,1592315,0,0,0,55440,1313,3802464,13,1,39,35,1,100,23,1,68,,,,,,29,0,1016,18660,196882
"Racine, WI MSA",2021,39540,539,16477,1561694,0,0,0,16477,539,1561694,7,0,21,19,1,54,10,0,30,,,,,,18,0,993,14503,196882
"Raleigh-Cary, NC MSA",2019,39580,796,27502,3486524,2835,98007,12424657,1441505,41702,182743810,149,5,651,639,22,2801,693,24,3039,0,0,4,,,13,0,1144,164316,1419807
"Raleigh-Cary, NC MSA",2020,39580,7838,252545,34345116,5056,162915,22155779,3051200,94692,414950417,226,7,989,720,23,3156,784,25,3435,0,0,5,,,26,0,1210,176266,1419807
"Raleigh-Cary, NC MSA",2021,39580,2931,67565,12843695,1076,24815,4717081,502993,21819,95615315,114,3,500,358,8,1569,400,9,1752,,,,,,15,0,1248,138621,1419807
"Rapid City, SD MSA",2019,39660,1728,41782,2032602,1429,34547,1680650,371989,15386,18096557,107,3,126,309,7,364,253,6,298,0,1,2,,,13,0,831,23354,141138
"Rapid City, SD MSA",2020,39660,1834,42641,2157037,1994,46366,2345488,416131,17898,21050375,144,3,169,263,6,309,258,6,303,0,1,2,,,21,0,909,24286,141138
"Rapid City, SD MSA",2021,39660,576,9526,677906,571,9440,671833,46527,2815,3311219,65,1,77,117,2,138,136,2,160,,,,,,12,0,925,19224,141138
"Reading, PA MSA",2019,39740,0,0,0,17,794,31575,23827,498,947204,31,1,59,123,6,235,53,3,100,0,1,2,,,18,0,984,35619,426400
"Reading, PA MSA",2020,39740,0,0,0,438,21139,834589,56418,1170,2227437,42,2,80,130,6,247,64,3,122,0,1,2,,,38,1,1067,35375,426400
"Reading, PA MSA",2021,39740,0,0,0,0,0,0,6861,189,359607,22,1,42,61,2,117,33,1,63,,,,,,26,0,1075,26418,426400
"Redding, CA MSA",2019,39820,12,299,16387,8,208,11391,43273,1727,2373242,49,1,67,108,3,148,70,2,96,,,,,,19,0,875,28962,181371
"Redding, CA MSA",2020,39820,37,887,50657,0,0,0,20402,848,1165341,57,1,78,127,3,175,64,2,88,,,,,,35,0,961,30162,181371
"Redding, CA MSA",2021,39820,0,0,0,0,0,0,10418,589,809548,26,0,36,63,1,87,39,1,54,,,,,,26,0,994,23081,181371
"Reno-Sparks, NV MSA",2019,39900,3195,101041,9069726,3812,120534,10819495,298239,9431,26770738,81,3,230,282,9,801,132,4,375,,,,,,13,0,1017,61768,488224
"Reno-Sparks, NV MSA",2020,39900,9116,290791,25875318,10008,319259,28408452,503054,15770,44762990,109,3,308,286,9,813,131,4,373,,,,,,32,1,1126,61224,488224
"Reno-Sparks, NV MSA",2021,39900,3143,73953,8921024,3570,84013,10134528,133279,5664,16077507,47,1,132,132,3,376,67,2,190,,,,,,17,0,1179,46687,488224
"Richmond, VA MSA",2019,40060,22275,719570,46784287,982,31729,2062940,1251824,38752,81389817,280,9,589,1035,33,2173,1429,46,3001,0,0,6,,,11,0,1056,162283,1310565
"Richmond, VA MSA",2020,40060,41265,1335986,86667756,3237,104785,6797594,14409888,445084,934794543,397,13,833,1131,37,2376,1648,53,3462,0,0,6,,,27,0,1142,161925,1310565
"Richmond, VA MSA",2021,40060,21740,516194,45659440,743,17653,1561454,833173,35090,73697547,193,5,406,554,13,1164,856,20,1797,,,,,,18,0,1164,124201,1310565
"Riverside-San Bernardino-Ontario, CA MSA",2019,40140,29416,1042344,152216801,5978,211809,30931168,1337047,37733,195253343,197,7,1017,726,26,3756,980,35,5073,0,0,4,,,16,0,921,523510,4636413
"Riverside-San Bernardino-Ontario, CA MSA",2020,40140,33492,1142535,173306407,12376,422200,64041762,1985073,58190,301107507,292,10,1509,786,27,4068,1102,38,5701,0,0,5,,,39,1,999,543723,4636413
"Riverside-San Bernardino-Ontario, CA MSA",2021,40140,6308,155870,32639778,3539,87447,18311603,318513,12890,66697664,139,3,717,386,10,1995,546,13,2825,,,,,,29,0,1023,422198,4636413
"Roanoke, VA MSA",2019,40220,0,0,0,188,6192,205318,134615,4091,4463847,69,2,75,362,12,395,211,7,230,0,1,3,,,11,0,873,38201,314258
"Roanoke, VA MSA",2020,40220,0,0,0,109,3621,118470,134581,4035,4403400,90,3,98,290,10,316,179,6,195,0,1,3,,,24,0,934,37693,314258
"Roanoke, VA MSA",2021,40220,0,0,0,0,0,0,4257,173,188935,47,1,51,132,3,144,82,2,90,,,,,,16,0,942,28762,314258
"Rochester, MN MSA",2019,40340,0,0,0,120,4958,259272,52663,1272,2753771,14,1,30,24,1,52,28,1,60,,,,,,11,0,1169,21758,225196
"Rochester, MN MSA",2020,40340,0,0,0,556,22550,1203494,120890,2980,6452024,21,1,45,33,1,72,37,2,81,,,,,,21,0,1239,22207,225196
"Rochester, MN MSA",2021,40340,0,0,0,495,14719,1071092,27991,941,2036919,9,0,19,17,0,36,25,1,54,,,,,,12,0,1250,17031,225196
"Rochester, NY MSA",2019,40380,289,11593,543247,812,32528,1524225,197311,4926,9245618,127,5,239,490,20,920,326,13,611,0,0,5,,,16,0,985,107967,1081131
"Rochester, NY MSA",2020,40380,3112,124575,5841796,2677,107155,5024914,508834,12713,23861196,176,7,331,477,19,896,339,14,636,0,0,5,,,33,0,1072,108046,1081131
"Rochester, NY MSA",2021,40380,173,5215,323929,779,23547,1462588,163528,5412,10157506,91,3,170,218,7,410,173,5,325,,,,,,21,0,1086,80501,1081131
"Rockford, IL MSA",2019,40420,0,0,0,149,7361,379642,12650,256,652454,23,1,59,105,5,268,63,3,161,,,,,,22,0,943,27233,336859
"Rockford, IL MSA",2020,40420,169,8460,432096,356,17763,907266,29081,582,1485393,27,1,70,115,6,294,78,4,199,,,,,,45,1,971,26969,336859
"Rockford, IL MSA",2021,40420,0,0,0,0,0,0,2245,61,155008,18,1,46,58,2,148,42,2,108,,,,,,34,0,978,20510,336859
"Rocky Mount, NC MSA",2019,40580,0,0,0,0,0,0,1542,33,65593,16,1,32,48,2,96,49,2,98,,,,,,20,0,783,12253,144343
"Rocky Mount, NC MSA",2020,40580,0,0,0,0,0,0,1147,25,49920,14,1,28,46,2,92,40,2,81,,,,,,37,0,820,12530,144343
"Rocky Mount, NC MSA",2021,40580,0,0,0,0,0,0,0,0,0,9,0,18,21,1,42,16,1,33,,,,,,26,0,840,9438,144343
"Rome, GA MSA",2019,40660,0,0,0,41,1989,83850,25604,525,1079460,5,0,11,21,1,43,19,1,39,,,,,,16,0,826,8096,98621
"Rome, GA MSA",2020,40660,0,0,0,0,0,0,20125,431,886472,9,0,18,15,1,30,25,1,51,,,,,,25,0,872,8460,98621
"Rome, GA MSA",2021,40660,0,0,0,0,0,0,4911,147,302918,5,0,11,9,0,18,15,0,30,,,,,,13,0,893,6662,98621
SC NONMETROPOLITAN AREA,2019,99038,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
SC NONMETROPOLITAN AREA,2020,99038,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
SC NONMETROPOLITAN AREA,2021,99038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD NONMETROPOLITAN AREA,2019,99039,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
SD NONMETROPOLITAN AREA,2020,99039,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
SD NONMETROPOLITAN AREA,2021,99039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sacramento-Arden-Arcade-Roseville, CA MSA",2019,40900,18489,505876,50475651,13938,381366,38052208,14145176,516987,1411388643,288,8,785,998,27,2725,1014,28,2769,0,0,4,,,15,0,1181,349703,2391503
"Sacramento-Arden-Arcade-Roseville, CA MSA",2020,40900,12230,324838,33387595,9530,253117,26015899,31642461,1191301,3252282206,384,10,1049,1101,29,3006,1177,31,3214,0,0,4,,,35,0,1287,360190,2391503
"Sacramento-Arden-Arcade-Roseville, CA MSA",2021,40900,3119,60670,8515122,3655,71104,9979449,4728776,243106,663687124,180,4,492,515,10,1407,557,11,1521,,,,,,25,0,1297,276650,2391503
"Saginaw-Saginaw Township North, MI MSA",2019,40980,0,0,0,178,8454,352272,16298,343,679116,13,1,25,53,3,105,41,2,82,0,1,2,,,19,0,893,16011,189987
"Saginaw-Saginaw Township North, MI MSA",2020,40980,0,0,0,48,2277,95674,13241,281,556276,22,1,43,61,3,121,51,2,100,0,1,2,,,40,1,969,16133,189987
"Saginaw-Saginaw Township North, MI MSA",2021,40980,0,0,0,0,0,0,97925,2742,5427489,12,0,24,36,1,72,35,1,69,,,,,,27,0,980,11972,189987
"Salem, OR MSA",2019,41420,105,3386,277507,3020,97695,8006583,110307,3410,9040139,33,1,87,117,4,310,73,2,194,,,,,,16,0,909,53770,434750
"Salem, OR MSA",2020,41420,56,1761,148344,1860,58539,4930388,125175,3977,10542774,54,2,142,116,4,307,87,3,231,,,,,,27,0,986,55260,434750
"Salem, OR MSA",2021,41420,4,83,9578,309,7090,817958,75861,3301,8751489,25,1,67,48,1,127,43,1,114,,,,,,19,0,1015,42570,434750
"Salinas, CA MSA",2019,41500,1,29,2915,0,0,0,4853,158,492110,24,1,76,67,2,208,72,2,223,0,0,1,,,26,0,952,56788,436629
"Salinas, CA MSA",2020,41500,12,352,35942,0,0,0,6667,218,681387,35,1,108,73,2,228,68,2,211,0,0,1,,,43,1,1018,57239,436629
"Salinas, CA MSA",2021,41500,0,0,0,0,0,0,0,0,0,18,0,55,35,1,110,32,1,100,,,,,,31,0,1043,43460,436629
"Salisbury, MD MSA",2019,41540,192,6334,675976,46,1504,160490,116331,3535,12414688,34,1,120,108,4,380,99,3,347,0,0,1,,,18,0,807,51229,421449
"Salisbury, MD MSA",2020,41540,999,32212,3507648,75,2421,263669,94129,2918,10249846,48,2,169,129,4,453,132,4,464,0,0,1,,,32,0,881,52270,421449
"Salisbury, MD MSA",2021,41540,205,4876,718747,111,2653,391035,9107,382,1342342,24,1,83,69,2,242,76,2,267,,,,,,23,0,885,39802,421449
"Salt Lake City, UT MSA",2019,41620,8478,213536,27350232,1012,25503,3266428,442106,17552,56626024,125,3,402,291,7,939,234,6,754,0,0,2,,,10,0,1098,198876,1251758
"Salt Lake City, UT MSA",2020,41620,21646,518722,69833487,5744,137644,18530482,984752,41093,132573321,172,4,555,329,8,1062,259,6,837,0,0,3,,,20,0,1194,209161,1251758
"Salt Lake City, UT MSA",2021,41620,16603,276578,53563513,927,15438,2989756,347641,20869,67325902,81,1,261,166,3,535,133,2,430,,,,,,10,0,1216,169200,1251758
"San Angelo, TX MSA",2019,41660,0,0,0,0,0,0,30584,760,1291864,17,1,29,73,3,125,42,2,71,,,,,,12,0,874,12165,122460
"San Angelo, TX MSA",2020,41660,0,0,0,0,0,0,0,0,0,18,1,30,55,2,94,41,2,70,,,,,,25,0,905,12366,122460
"San Angelo, TX MSA",2021,41660,0,0,0,0,0,0,0,0,0,3,0,5,19,1,33,16,0,27,,,,,,20,0,900,9334,122460
"San Antonio, TX MSA",2019,41700,263930,12478545,1109688256,41157,1945907,173045056,21891144,463013,1946728982,312,15,1311,861,41,3621,1578,75,6634,0,0,4,,,13,0,992,217706,2573144
"San Antonio, TX MSA",2020,41700,417901,19383537,1757058800,116080,5384149,488056749,33200912,715798,3009561886,401,19,1686,885,41,3720,1699,79,7143,0,0,5,,,29,0,1056,221908,2573144
"San Antonio, TX MSA",2021,41700,108966,3742594,458147651,27615,948476,116107248,6698035,195015,819936427,194,7,815,410,14,1724,817,28,3436,,,,,,21,0,1068,168571,2573144
"San Diego-Carlsbad-San Marcos, CA MSA",2019,41740,60852,1753284,264802049,20384,587305,88701882,12197851,423354,1842266633,479,14,2085,1325,38,5764,1590,46,6917,0,0,4,,,13,0,1235,459244,3307217
"San Diego-Carlsbad-San Marcos, CA MSA",2020,41740,113123,3192968,492264712,28722,810693,124985768,14570574,516216,2246367233,638,18,2775,1380,39,6006,1710,48,7441,0,0,4,,,37,1,1383,468743,3307217
"San Diego-Carlsbad-San Marcos, CA MSA",2021,41740,33438,691024,145509539,4118,85102,17919993,2991976,144780,630023273,308,6,1341,654,14,2848,823,17,3582,,,,,,25,0,1398,360118,3307217
"San Francisco-Oakland-Fremont, CA MSA",2019,41860,14833,345508,58859609,9994,232788,39657059,7013031,301080,1194716757,440,10,1747,1467,34,5820,1563,36,6203,0,0,27,0,0,11,0,1964,806932,4698239
"San Francisco-Oakland-Fremont, CA MSA",2020,41860,40966,946575,162557192,14964,345754,59377041,10024783,433853,1721575734,690,16,2738,1564,36,6208,1690,39,6708,0,0,27,0,0,33,1,2273,813375,4698239
"San Francisco-Oakland-Fremont, CA MSA",2021,41860,12622,215795,50087122,5512,94242,21874027,2083183,121851,483518101,330,6,1308,739,13,2934,828,14,3285,,,,0,0,22,0,2513,618369,4698239
"San German-Cabo Rojo, PR MSA",2019,41900,0,0,0,2,193,11024,193,2,11024,6,1,32,10,1,49,39,4,202,,,,,,43,0,374,5481,123699
"San German-Cabo Rojo, PR MSA",2020,41900,2,193,10816,2,193,10816,193,2,10816,8,1,39,10,1,54,38,4,197,,,,,,40,0,384,5388,123699
"San German-Cabo Rojo, PR MSA",2021,41900,2,137,10608,0,0,0,137,2,10608,4,0,21,4,0,22,19,1,99,,,,,,38,0,376,4195,123699
"San Jose-Sunnyvale-Santa Clara, CA MSA",2019,41940,70806,1841210,291975570,19087,496316,78704818,4471267,171949,709044957,176,5,725,443,12,1828,589,15,2430,0,0,2,,,10,0,2633,304528,1979317
"San Jose-Sunnyvale-Santa Clara, CA MSA",2020,41940,43144,1110271,177908680,50250,1293127,207209270,5692543,221208,912167195,263,7,1083,478,12,1972,638,16,2630,0,0,2,,,29,0,3097,307680,1979317
"San Jose-Sunnyvale-Santa Clara, CA MSA",2021,41940,15039,286313,62013913,14240,271104,58719662,753220,39564,163143563,129,2,532,226,4,931,310,6,1280,,,,,,19,0,3371,233939,1979317
"San Juan-Caguas-Guaynabo, PR MSA",2019,41980,72746,4685655,319708190,603,38857,2651273,4848255,75270,330802551,228,15,1003,512,33,2251,1946,125,8553,0,0,3,0,0,28,0,581,127746,2056805
"San Juan-Caguas-Guaynabo, PR MSA",2020,41980,29281,1916324,128686976,3008,196874,13220692,2249252,34368,151044103,332,22,1459,556,36,2444,2108,138,9263,0,1,11,0,0,33,0,605,125733,2056805
"San Juan-Caguas-Guaynabo, PR MSA",2021,41980,9827,467831,43186474,1221,58143,5367324,598916,12580,55287199,154,7,679,247,12,1084,920,44,4043,,,,0,0,29,0,605,97209,2056805
"San Luis Obispo-Paso Robles, CA MSA",2019,42020,22592,604498,45640773,645,17261,1303273,627543,23453,47380688,49,1,98,182,5,367,167,4,337,0,0,2,,,12,0,981,42285,282834
"San Luis Obispo-Paso Robles, CA MSA",2020,42020,6150,162987,12423744,2133,56520,4308241,212022,8000,16161483,80,2,161,190,5,383,189,5,382,0,0,2,,,31,0,1062,42690,282834
"San Luis Obispo-Paso Robles, CA MSA",2021,42020,677,13229,1366786,593,11589,1197352,19221,983,1985880,37,1,74,84,2,170,88,2,177,,,,,,21,0,1056,32548,282834
"Sandusky, OH MSA",2019,41780,,,0,,,0,,,21052994,,,12,,,24,,,27,,,,,,,,,,
"Sandusky, OH MSA",2020,41780,,,0,,,0,,,20655768,,,13,,,31,,,31,,,1,,,,,,,
"Sandusky, OH MSA",2021,41780,,,0,,,0,,,0,,,7,,,18,,,15,,,,,,,,,,
"Santa Barbara-Santa Maria-Goleta, CA MSA",2019,42060,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
"Santa Barbara-Santa Maria-Goleta, CA MSA",2020,42060,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
"Santa Barbara-Santa Maria-Goleta, CA MSA",2021,42060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Cruz-Watsonville, CA MSA",2019,42100,82,2307,264854,170,4772,547875,93196,3323,10700342,23,1,73,87,2,281,41,1,131,0,1,3,,,20,0,1067,38583,270453
"Santa Cruz-Watsonville, CA MSA",2020,42100,242,6746,779983,422,11757,1359347,276341,9924,31950590,36,1,115,98,3,314,37,1,119,0,1,3,,,38,1,1155,38851,270453
"Santa Cruz-Watsonville, CA MSA",2021,42100,10,202,31393,0,0,0,1706,82,265042,16,0,51,44,1,141,17,0,56,,,,,,27,0,1143,29366,270453
"Santa Fe, NM MSA",2019,42140,16186,409030,32694984,506,12791,1022406,414879,16418,33162514,50,1,102,168,4,339,191,5,386,0,2,4,,,17,0,877,24309,153512
"Santa Fe, NM MSA",2020,42140,32944,818516,66543902,130,3218,261658,902993,36344,73411793,61,2,123,176,4,356,189,5,381,0,2,5,,,33,0,958,24722,153512
"Santa Fe, NM MSA",2021,42140,14965,273926,30228502,0,0,0,299762,16377,33079621,28,1,57,72,1,146,70,1,141,,,,,,26,0,961,18874,153512
"Santa Rosa-Petaluma, CA MSA",2019,42220,9427,226495,22621726,1582,38016,3796940,415842,17308,41533126,40,1,96,180,4,432,117,3,280,0,0,2,,,11,0,1108,81503,489523
"Santa Rosa-Petaluma, CA MSA",2020,42220,98122,2379670,235456576,81256,1970636,194984733,2814213,116040,278452532,71,2,170,175,4,421,133,3,320,0,0,2,,,32,0,1224,80740,489523
"Santa Rosa-Petaluma, CA MSA",2021,42220,22029,398081,52860825,159,2870,381113,420558,23273,55845444,37,1,89,77,1,184,63,1,151,,,,,,21,0,1278,60952,489523
"Sarasota-Bradenton-Venice, FL MSA",2019,42260,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Sarasota-Bradenton-Venice, FL MSA",2020,42260,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Sarasota-Bradenton-Venice, FL MSA",2021,42260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
